Grainger Blue Path	L1	Segment_Name	L2	Family_Name	L3	Category_Name	Gamut PIM Path	Gamut Category ID	Gamut Category Name	"Gamut Node ID
Node ID"	Gamut Node Name	Grainger-Gamut Terminal Node Mapping	Grainger_Attribute_Definition	Grainger_Category_Specific_Definition	Grainger Attribute Sample Values	Grainger_Attr_ID	Grainger_Attribute_Name	Identified Matching Gamut Attribute Name (use semi-colon to separate names)	Identified Matching Grainger Attribute Name (use semi-colon to separate names)	Analyst Notes	Taxonomist Notes	Gamut_Attribute_Name	Gamut_Attr_ID	Gamut Attribute Sample Values	Gamut_Attribute_Definition	Matching
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Transformers"	9518	"Heating, Ventilation, & Air Conditioning"	9545	Electric Ceiling Heater Transformers	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Transformers				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3674	Electric Ceiling Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9546	Electric Ceiling Heaters	Electric Ceiling Heaters -- Electric Ceiling Heaters				140961	Amps	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Fan Coil Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	26988	Electric Fan Coil Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Central System Heaters > Electric Fan Coil Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9556	Electric Fan Coil Heaters	Electric Fan Coil Heaters -- Electric Fan Coil Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Floor Heating Kits	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	15557	Electric Floor Heating Kits	"Heating, Ventilation, & Air Conditioning > Heaters > Floor Heaters > Electric Floor Heaters & Heating Mats"	9518	"Heating, Ventilation, & Air Conditioning"	9571	Electric Floor Heaters & Heating Mats	Electric Floor Heating Kits -- Electric Floor Heaters & Heating Mats				162348	Control Current	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Infrared Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3677	Electric Infrared Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Infrared & Radiant Heaters > Electric Infrared Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9578	Electric Infrared Heaters	Electric Infrared Heaters -- Electric Infrared Heaters				100195	Amps @ 1 Phase	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Infrared Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3677	Electric Infrared Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Infrared & Radiant Heaters > Electric Infrared Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9578	Electric Infrared Heaters	Electric Infrared Heaters -- Electric Infrared Heaters				100208	Amps @ 3 Phase	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Switches"	9518	"Heating, Ventilation, & Air Conditioning"	9638	Electric Unit Heater Switches	Electric Unit Heater Accessories -- Electric Unit Heater Switches				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Thermostats & Controls"	9518	"Heating, Ventilation, & Air Conditioning"	9639	Electric Unit Heater Thermostats & Controls	Electric Unit Heater Accessories -- Electric Unit Heater Thermostats & Controls				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3680	Electric Unit Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Unit Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9630	Electric Unit Heaters	Electric Unit Heaters -- Electric Unit Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Utility Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3681	Electric Utility Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Electric Utility Heaters -- Electric Utility Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Baseboard Heater Accessories > Electric Kickspace Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9532	Electric Kickspace Heater Thermostats	Electric Wall Heater Accessories -- Electric Kickspace Heater Thermostats				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Floor Heaters > Electric Floor Heater & Heating Mat Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9570	Electric Floor Heater & Heating Mat Thermostats	Electric Wall Heater Accessories -- Electric Floor Heater & Heating Mat Thermostats				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heater Accessories > Electric Wall Heater Cords"	9518	"Heating, Ventilation, & Air Conditioning"	9645	Electric Wall Heater Cords	Electric Wall Heater Accessories -- Electric Wall Heater Cords				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heater Accessories > Electric Wall Heater Duct Kits"	9518	"Heating, Ventilation, & Air Conditioning"	9647	Electric Wall Heater Duct Kits	Electric Wall Heater Accessories -- Electric Wall Heater Duct Kits				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3682	Electric Wall Heater Accessories	"Heating, Ventilation, & Air Conditioning > HVAC Controls & Thermostats > Temperature Controllers > Thermostats > Wireless Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9995	Wireless Thermostats	Electric Wall Heater Accessories -- Wireless Thermostats				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Washdown Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3685	Electric Washdown Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Electric Washdown Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9568	Electric Washdown Heaters	Electric Washdown Heaters -- Electric Washdown Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Hazardous Location Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3714	Hazardous Location Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Hazardous Location Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9573	Hazardous Location Heaters	Hazardous Location Heaters -- Hazardous Location Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable	6045	Process Heating & Cooling	6053	Heat Cable	Heating Cables -- Heat Cable				156705	Amps per Cable @ 40F	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable Kits	6045	Process Heating & Cooling	6054	Heat Cable Kits	Heating Cables -- Heat Cable Kits				156705	Amps per Cable @ 40F	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Portable Heaters > Portable Electric Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9607	Portable Electric Heaters	Portable Electric Heaters -- Portable Electric Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Portable Electric Heaters -- Electric Utility Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Salamander Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	29432	Portable Electric Salamander Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Portable Heaters > Portable Electric Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9607	Portable Electric Heaters	Portable Electric Salamander Heaters -- Portable Electric Heaters				100194	Amps AC	Current								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable	6045	Process Heating & Cooling	6053	Heat Cable	Heating Cables -- Heat Cable				156708	Amps per Foot @ 40F	Current per Foot								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Heating Cables	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3717	Heating Cables	Process Heating & Cooling > Heaters > Heat Cable > Heat Cable Kits	6045	Process Heating & Cooling	6054	Heat Cable Kits	Heating Cables -- Heat Cable Kits				156708	Amps per Foot @ 40F	Current per Foot								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Infrared Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3676	Electric Infrared Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Infrared & Radiant Heaters > Infrared Heater Accessories > Electric Infrared Heater Accessories > Electric Infrared Heater Mounting Hardware"	9518	"Heating, Ventilation, & Air Conditioning"	9589	Electric Infrared Heater Mounting Hardware	Electric Infrared Heater Accessories -- Electric Infrared Heater Mounting Hardware	This attribute is intended to capture the cut out dimension of the item.			162359	Cut Out Dimension	Cutout Dimension								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Cabinet Unit Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3655	Cabinet Unit Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Cabinet Unit Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9629	Electric Cabinet Unit Heaters	Cabinet Unit Heaters -- Electric Cabinet Unit Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3673	Electric Baseboard Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Electric Baseboard Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9535	Electric Baseboard Heaters	Electric Baseboard Heaters -- Electric Baseboard Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3673	Electric Baseboard Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Hydronic Baseboard Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9538	Hydronic Baseboard Heaters	Electric Baseboard Heaters -- Hydronic Baseboard Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Switches"	9518	"Heating, Ventilation, & Air Conditioning"	9543	Electric Ceiling Heater Switches	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Switches				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Thermostats"	9518	"Heating, Ventilation, & Air Conditioning"	9544	Electric Ceiling Heater Thermostats	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Thermostats				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	7705	Electric Ceiling Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heater Accessories > Electric Ceiling Heater Transformers"	9518	"Heating, Ventilation, & Air Conditioning"	9545	Electric Ceiling Heater Transformers	Electric Ceiling Heater Accessories -- Electric Ceiling Heater Transformers				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3674	Electric Ceiling Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9546	Electric Ceiling Heaters	Electric Ceiling Heaters -- Electric Ceiling Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Fan Coil Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	26988	Electric Fan Coil Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Central System Heaters > Electric Fan Coil Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9556	Electric Fan Coil Heaters	Electric Fan Coil Heaters -- Electric Fan Coil Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Switches"	9518	"Heating, Ventilation, & Air Conditioning"	9638	Electric Unit Heater Switches	Electric Unit Heater Accessories -- Electric Unit Heater Switches				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Thermostats & Controls"	9518	"Heating, Ventilation, & Air Conditioning"	9639	Electric Unit Heater Thermostats & Controls	Electric Unit Heater Accessories -- Electric Unit Heater Thermostats & Controls				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3680	Electric Unit Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Unit Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9630	Electric Unit Heaters	Electric Unit Heaters -- Electric Unit Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Utility Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3681	Electric Utility Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Electric Utility Heaters -- Electric Utility Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Washdown Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3685	Electric Washdown Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Electric Washdown Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9568	Electric Washdown Heaters	Electric Washdown Heaters -- Electric Washdown Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Hazardous Location Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3714	Hazardous Location Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Hazardous Location Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9573	Hazardous Location Heaters	Hazardous Location Heaters -- Hazardous Location Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Portable Heaters > Portable Electric Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9607	Portable Electric Heaters	Portable Electric Heaters -- Portable Electric Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Portable Electric Heaters -- Electric Utility Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Salamander Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	29432	Portable Electric Salamander Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Portable Heaters > Portable Electric Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9607	Portable Electric Heaters	Portable Electric Salamander Heaters -- Portable Electric Heaters				113031	Hz	Electric Frequency								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters				160576	Wall Opening Depth	For Cutout Depth								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Floor Heating Kits	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	15557	Electric Floor Heating Kits	"Heating, Ventilation, & Air Conditioning > Heaters > Floor Heaters > Electric Floor Heaters & Heating Mats"	9518	"Heating, Ventilation, & Air Conditioning"	9571	Electric Floor Heaters & Heating Mats	Electric Floor Heating Kits -- Electric Floor Heaters & Heating Mats	This attribute is designed to capture the product or types of products that the item is intended to be used with.			101460	For Use With	For Cutout Depth; For Cutout Height; For Cutout Width								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters				160574	Wall Opening Height	For Cutout Height								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Wall Mount Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3683	Electric Wall Mount Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Wall Heaters > Electric Wall Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9648	Electric Wall Heaters	Electric Wall Mount Heaters -- Electric Wall Heaters				160575	Wall Opening Width	For Cutout Width								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heater Accessories	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3759	Electric Unit Heater Accessories	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Unit Heater Accessories > Electric Unit Heater Diffusers"	9518	"Heating, Ventilation, & Air Conditioning"	9635	Electric Unit Heater Diffusers	Electric Unit Heater Accessories -- Electric Unit Heater Diffusers				112137	Fits KW	For Power								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Washdown Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3685	Electric Washdown Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Electric Washdown Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9568	Electric Washdown Heaters	Electric Washdown Heaters -- Electric Washdown Heaters				112725	Grille	Grille Material								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3673	Electric Baseboard Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Hydronic Baseboard Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9538	Hydronic Baseboard Heaters	Electric Baseboard Heaters -- Hydronic Baseboard Heaters				126002	BtuH Output	Heater Net Power Output								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Hazardous Location Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3714	Hazardous Location Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Hazardous Location Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9573	Hazardous Location Heaters	Hazardous Location Heaters -- Hazardous Location Heaters				126002	BtuH Output	Heater Net Power Output								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3737	Portable Electric Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Portable Heaters > Portable Electric Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9607	Portable Electric Heaters	Portable Electric Heaters -- Portable Electric Heaters				126002	BtuH Output	Heater Net Power Output								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Portable Electric Salamander Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	29432	Portable Electric Salamander Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Portable Heaters > Portable Electric Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9607	Portable Electric Heaters	Portable Electric Salamander Heaters -- Portable Electric Heaters				126002	BtuH Output	Heater Net Power Output								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Cabinet Unit Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3655	Cabinet Unit Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Cabinet Unit Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9629	Electric Cabinet Unit Heaters	Cabinet Unit Heaters -- Electric Cabinet Unit Heaters				100477	BtuH	Heater Power								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Baseboard Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3673	Electric Baseboard Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Baseboard Heaters > Electric Baseboard Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9535	Electric Baseboard Heaters	Electric Baseboard Heaters -- Electric Baseboard Heaters				126002	BtuH Output	Heater Power								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Ceiling Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3674	Electric Ceiling Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Ceiling Heaters > Electric Ceiling Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9546	Electric Ceiling Heaters	Electric Ceiling Heaters -- Electric Ceiling Heaters				100477	BtuH	Heater Power								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Fan Coil Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	26988	Electric Fan Coil Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Central System Heaters > Electric Fan Coil Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9556	Electric Fan Coil Heaters	Electric Fan Coil Heaters -- Electric Fan Coil Heaters				100477	BtuH	Heater Power								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Infrared Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3677	Electric Infrared Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Infrared & Radiant Heaters > Electric Infrared Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9578	Electric Infrared Heaters	Electric Infrared Heaters -- Electric Infrared Heaters				126002	BtuH Output	Heater Power								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Unit Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3680	Electric Unit Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Unit Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9630	Electric Unit Heaters	Electric Unit Heaters -- Electric Unit Heaters				100477	BtuH	Heater Power								Grainger Only
HVAC and Refrigeration > Electric Heaters and Accessories > Electric Utility Heaters	1012	HVAC and Refrigeration	27735	Electric Heaters and Accessories	3681	Electric Utility Heaters	"Heating, Ventilation, & Air Conditioning > Heaters > Unit Heaters > Electric Utility Heaters"	9518	"Heating, Ventilation, & Air Conditioning"	9631	Electric Utility Heaters	Electric Utility Heaters -- Electric Utility Heaters				100477	BtuH	Heater Power								Grainger Only
